id,proba,label
32875,0.1382361352443695,0
38076,0.9907054305076599,1
47819,0.002406164538115263,0
84102,0.015391132794320583,0
6273,0.268883615732193,0
68257,0.004384538624435663,0
5279,0.7035865783691406,1
69815,0.004266554955393076,0
73021,0.45615389943122864,0
12045,0.01872493326663971,0
18742,0.014200780540704727,0
91756,0.7779332399368286,1
53172,0.389240562915802,0
61872,0.6618592739105225,1
75918,0.0053201699629426,0
69512,0.004981431178748608,0
48236,0.003946325276046991,0
25149,0.00865621492266655,0
2783,0.2568787634372711,0
3745,0.01660381630063057,0
28190,0.1587979644536972,0
6723,0.005338185001164675,0
95487,0.0012008403427898884,0
6582,0.016633741557598114,0
45368,0.11040782183408737,0
47183,0.043030381202697754,0
16354,0.6201085448265076,1
60893,0.013223257847130299,0
61038,0.003657242748886347,0
14865,0.02799273654818535,0
63745,0.486380398273468,0
98543,0.8677442073822021,1
50841,0.12966297566890717,0
64072,0.10520947724580765,0
96180,0.7192777395248413,1
41728,0.05400407314300537,0
41382,0.006870541721582413,0
76921,0.011975116096436977,0
14975,0.018010292202234268,0
49621,0.023179706186056137,0
38914,0.040615152567625046,0
7135,0.050590645521879196,0
1765,0.12773196399211884,0
16420,0.6531918048858643,1
30586,0.01073838397860527,0
68127,0.0042531369253993034,0
52394,0.08628148585557938,0
20437,0.0011489377357065678,0
45062,0.24547411501407623,0
51807,0.06983998417854309,0
1456,0.918009340763092,1
41796,0.08634205907583237,0
18945,0.1765948235988617,0
63175,0.002632200950756669,0
20861,0.053176119923591614,0
82437,0.0034608603455126286,0
68043,0.7035666108131409,1
98720,0.8275068998336792,1
84015,0.01282417681068182,0
67082,0.057382408529520035,0
32981,0.9640879034996033,1
67103,0.3047863841056824,0
71620,0.09682628512382507,0
41890,0.004814856685698032,0
82945,0.29431667923927307,0
46085,0.0103676188737154,0
95640,0.12085682153701782,0
3197,0.0074440063908696175,0
83946,0.06197377294301987,0
92567,0.03878708928823471,0
9563,0.3273375630378723,0
56980,0.010904066264629364,0
78659,0.006132954731583595,0
10749,0.1652117222547531,0
19243,0.0038496432825922966,0
84302,0.10176917165517807,0
2143,0.20026956498622894,0
85621,0.06265848875045776,0
79603,0.8704275488853455,1
90267,0.00168638548348099,0
84150,0.13585563004016876,0
9715,0.04395335167646408,0
83497,0.04598001018166542,0
7429,0.20929235219955444,0
4769,0.9262679815292358,1
51607,0.4440690577030182,0
96312,0.002920342143625021,0
73069,0.19528093934059143,0
34209,0.07940161973237991,0
67208,0.07356356084346771,0
